OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"飯店會計專員",全職,04,財務／金融／保險,040105,會計/出納/記帳人員,1,額滿為止,"1.會計單據審核及傳票製作。2.稅務及工商登記作業。3.應收/應付帳務處理。4.財報編製及預算分析。5.主管交辦工作。",台北市內湖區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1730&HIRE_ID=11139649","昇恒昌股份有限公司",20220429
"大樓清潔員(美福飯店)",全職,19,清潔／家事／托育(保母),190104,環境清潔工,5,20220719,"飯店環境清潔維護*可固定班",台北市中山區,無,日班、中班,月薪,26500,26500,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=150975&HIRE_ID=11199315","良福公寓大廈管理維護股份有限公司",20220519
"業務人員(0512線上徵才)",全職,02,業務／貿易／銷售,020102,業務人員,1,20220709,"◎#041.車商服務廠拜訪，既有客戶客情維繫。2.協調目前作業模式，瞭解競爭對手情報，開發新客戶。3.每日報表製作，主管交代事項。",台北市大安區,無,日班,月薪,32000,36000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1236&HIRE_ID=11174149","全鋒汽車股份有限公司",20220509
"廚務長(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,5,20220615,"111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei1.現場標準作業程序執行：出餐的前置工作、出餐、廚務整理。2.分配人員工作、指導其工作方法，並考核其績效。3.執行與追蹤廚務營運績效管理目標。4.廚務業務組別運作與管理。5.研發新菜色。",台北市不限,無,輪班二班制,月薪,38050,43000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1180854&HIRE_ID=11191887","鑫鼎王餐飲股份有限公司 ",20220516
"社區秘書(此為線上就業博覽會)",全職,01,經營／行政／總務,010202,行政事務秘書,5,20220615,"1.櫃台生活服務禮儀接待2.業主、管委會及主任交辦事項3.定期記錄並核對社區總分類帳4.定期編製社區帳務報表5.製作及整理財務收支文件及憑證6.社區一般現金收付作業、出納科目資料登入等7.其他一般性文書處理作業及社區服務111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,1年以上,日班、中班,月薪,30500,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=7218&HIRE_ID=11225777","安橋保全股份有限公司",20220602
"行政人員（人事相關）(此為線上就業博覽會)",全職,01,經營／行政／總務,010302,行政總務人員,1,20220615,"1.履歷篩選＆面試邀約。2.應徵人選資料庫彙整＆管理。3.新進人員報到業務。4.協助其他工作事項，並依照工作表現調整職務內容。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中山區,無,日班,時薪,175,175,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2370831&HIRE_ID=11167241","台灣壽司郎股份有限公司",20220505
"日本料理餐廳領班→(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160201,飯店、餐廳主管,2,20220615,"1.具學習日本會席料理文化與精神,提供顧客期望的正統日式服務品質。2.訓練與指導服務員餐飲知識及服務技巧。3.管理酒水／備品／器盤及布巾庫存與進貨。4.收銀及領檯作業,開餐前工作確認準備及收餐整理檢查作業。5.主管交辦事宜。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中山區,3年以上,輪班二班制,月薪,35000,42000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2270449&HIRE_ID=11212839","長鴻榮實業股份有限公司 ",20220526
"國際事務人員（海外服務中心)(此為線上就業博覽會)",全職,01,經營／行政／總務,010202,行政事務秘書,1,20220615,"111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei1.國際合作專案規劃及執行：主責海外永續補助計畫與越南社區雙福發展計畫及創新案之相關計畫撰寫、需求評估、專案執行與責信報告等2.東南亞地區身障議題及國際組織連結經營：規劃執行身障就業及專案；聯繫及經營海外組織窗口3.統籌與規劃東南亞地區跨區處國際工作隊：差旅聯繫、規劃工作隊與相關籌備、會議等事宜4.處理國內外行政庶務、帳務核銷等行政作業及後勤支援5.支援國際發展處內重大會議/事工活動6.主管臨時交辦事項",台北市文山區,無,日班,月薪,34000,38000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=19954&HIRE_ID=11221599","財團法人伊甸社會福利基金會",20220601
"早中晚班停車管理員",全職,18,保全／軍警消,180105,停車場管理員,24,20220607,"1.車輛引導門禁管理。",台北市信義區,無,日班、夜班、中班,月薪,26000,30000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=465675&HIRE_ID=11104459","雄衛物業管理顧問有限公司",20220517
"【安穩僱用】儲備幹部",全職,01,經營／行政／總務,010105,儲備幹部,3,20220620,"1.製作麵團、桿麵、煮麵、製作高湯、洗切蔬菜備料、炸天婦羅、包飯糰、收銀結帳、洗碗、收拾餐盤碗筷、掃地...等協助。2.店鋪營運管理、協助店舖人員管理及協助店鋪行政管理。",台北市信義區,1年以上,日班、夜班、輪班三班制、中班,月薪,35000,38000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2208197&HIRE_ID=11044955","台灣東利多股份有限公司",20220309
"門市店員台北市南港路",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,1,額滿為止,"1.人蔘及保健食品介紹及銷售。 2.顧客接待與服務(試飲、電話行銷、調貨、包裝及退換貨）。 3.商品進貨、銷售、庫存管理、包裝、開立發票或收據、商品陳列等工作。 4.商店形象維護:門市清潔、商品陳列佈置等。 5.報表傳送。 6.其他代辦事項。 ＊具有食品相關或門市銷售經驗者尤佳",台北市南港區,1年以上,日班,月薪,26000,50000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=491157&HIRE_ID=11195461","金蔘股份有限公司",20220517
"平面設計助理",全職,05,廣告／公關／設計,050303,美編人員及助理,3,額滿為止,"1. 陪同設計師跟顧客洽談並紀錄客戶需求2. 配合公司處理行政事務3. 跟進各個工地的進度並在雲端上同步4. 現場丈量、平面繪製，",台北市中山區,無,日班,月薪,25250,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1127811&HIRE_ID=11131143","逸視覺廣告有限公司",20220509
"臨床試驗受試者招募管理員",全職,07,工程／研發／生技,070206,醫藥研發人員,1,20220630,"1.受試者聯絡。2.受試者資料搜集與建檔。3.受試者招募計畫。4.受試者體檢安排。",台北市南港區,1年以上,日班,月薪,32000,38000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=407688&HIRE_ID=11208063","昌達生化科技股份有限公司",20220524
"業務",全職,02,業務／貿易／銷售,020102,業務人員,2,20221130,"針對企業、團體或個人，從事商品或服務之國內外銷售、業務推廣、客戶開發等工作。，",台北市中正區,無,日班,月薪,25250,50000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=418455&HIRE_ID=10555399","仲悅有限公司",20210722
"到宅沐浴護理人員 (0607南港東明站小徵)",全職,17,醫療／美容／保健,170113,照顧服務員,4,20220801,"1.長照服務人員證明（醫事）2. 到宅沐浴護理【111.06.07(二)14:00~16:00南港東明站微型徵才活動】",台北市不限,無,日班,月薪,35000,40000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2372175&HIRE_ID=11223827","愛志旺股份有限公司附設台北市私立愛志旺居家式服務類長期照顧服務機構",20220601
"防疫旅館線上櫃檯接待員",全職,16,旅遊／餐飲／休閒,160104,櫃檯服務人員,1,20220717,"1. 辦理訂房、入住及退房等手續。2. 處理帳務相關問題。3. 回覆住客問題及處理客訴。4. 其他主管交辦事項。(本職務需輪三班)",台北市大同區,無,輪班三班制,月薪,31000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=93656&HIRE_ID=11193557","三德觀光大飯店股份有限公司",20220517
"（TBU）電力品質-工安人員（機電類）→(此為線上就業博覽會)",全職,09,品管／製造／環衛,090303,安全／衛生相關檢驗人員,5,20220615,"1.檢視施工設備及電器工具, 統合管理廠區安全衛生系統管理相關業務。2.需備車。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市內湖區,1年以上,日班,月薪,40000,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=122334&HIRE_ID=11212155","所羅門股份有限公司",20220526
"大樓管理員",全職,18,保全／軍警消,180101,保全人員,5,額滿為止,"從事巡邏、守衛，以及安全維護等工作。",台北市大安區,無,日班,月薪,26000,28000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=107963&HIRE_ID=11205343","皇承保全股份有限公司",20220523
"行政人員",全職,01,經營／行政／總務,010302,行政總務人員,1,額滿為止,"依照企業或組織內部的行政流程，處理一般行政業務或處理總務庶務，並支援其他部門需求，作好各項後勤支援工作。",台北市士林區,1年以上,日班,月薪,30000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2326497&HIRE_ID=11189447","真程旅行社有限公司",20220516
"廚房NO.3（台北喜來登）(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,15,20220615,"1.負責中餐或西餐料理烹調2.熟悉炒台、砧板、烤台、煎台等作業流程「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中正區,1年內,日班、輪班二班制、中班,月薪,27000,32000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=116707&HIRE_ID=11167215","寒舍餐旅管理顧問股份有限公司",20220505
"《6/30艋舺站小徵》營運儲備幹部",全職,01,經營／行政／總務,010105,儲備幹部,20,20220630,"徵:營運儲備幹部(摩斯漢堡)-1.營運現場各大工作站流程熟悉與管理2.商品知識與食品安全概念的認識與執行3.顧客服務技巧,客訴處理,彥品面銷,商圈經營4.庫存管理/盤點,設備維護5.現金管理,營業報表分析,營運成本的控管6.人員領導統御,人才培育【6/30(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,日班、中班,月薪,33000,,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=41434&HIRE_ID=11222275","安心食品服務股份有限公司",20220601
"【兼職】餐具洗滌員（五星級 文華東方酒店）",兼職,16,旅遊／餐飲／休閒,160208,廚務清潔員,5,20220723,"工作內容：• 碗盤清洗• 鍋子清洗• 垃圾清潔• 設備維護• 實行餐務主管派任的工作工作時間：依照本飯店各個餐廳的作業時間定※有提供豪華免費的好吃員工餐哦！【台北文華東方酒店】以人為本，我們以創造絕佳職涯體驗及良好工作環境為榮，並提供從業人員完善且多元的就業保障如下：◆ 職工設施員工制服及洗衣服務員工餐廳免費供餐員工更衣室及置物櫃員工休息室及網路空間我們鼓勵員工持續穩定發展，正職同仁另享有福利權益如下；◆ 職工福利結婚禮金生育禮金三節禮金年終考核獎金餐廳用餐折扣優惠慶生會員工健康檢查員工旅遊及旅遊假非主管職同仁，工作滿一年享有生日假全球文華東方酒店住宿優惠職工福利委員會特約優惠團體保險◆ 職涯發展教育訓練: MOve In Orientation, MOve Up, Move Forward Programs任職滿六個月以上，得申請酒店內部轉調。任職滿十二至二十四個月以上，得申請集團酒店轉調(視轉調地點簽證申請而定)。",台北市松山區,無,日班、夜班、部份工時：時分至時分,時薪,168,180,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1162806&HIRE_ID=11203887","開泰豐國際股份有限公司",20220523
"計時人員",兼職,22,其他職類,220101,兼職人員,10,額滿為止,"1.連銷餐飲門市現場顧客服務與產品製作。2.例行性清潔工作。3.個性開朗、喜歡服務性質工作。",台北市不限,無,部份工時：09時00分至23時00分,時薪,168,186,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=98205&HIRE_ID=11218203","二十一世紀生活事業股份有限公司",20220530
"電話行銷專員(此為線上就業博覽會)",全職,21,行銷／企劃／專案,210104,產品行銷企劃人員,1,20220615,"1.透過電話行銷推廣加盟專案2.同業加盟電話開發、約訪3.客戶名單新增與資料維護4.有電銷經驗者優先111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市內湖區,無,日班,月薪,28000,30000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=828770&HIRE_ID=11198267","台灣房屋仲介股份有限公司 ",20220518
